Variables= t,res
0.000171872   0.00138738
0.0003531   0.00119449
0.000534444   0.000877488
0.000715788   0.000678883
0.00089713   0.00052454
0.00107844   0.000356632
0.00125971   0.000245885
0.001441   0.000150926
0.00162229   8.97406e-05
0.00180357   6.15141e-05
0.00198485   4.86603e-05
0.00216613   3.40354e-05
0.00234741   2.00348e-05
0.00252869   1.01356e-05
0.00270997   4.52544e-06
0.00289125   1.83274e-06
0.00307253   6.88579e-07
0.00325381   2.43985e-07
0.00343509   8.24865e-08
0.00361638   2.68333e-08
0.00379766   8.45294e-09
0.00397894   2.59156e-09
0.00416022   7.76406e-10
0.0043415   2.28052e-10
0.00452278   6.58559e-11
0.00470406   1.87401e-11
0.00488534   5.26516e-12
0.00506662   1.46295e-12
0.0052479   4.02554e-13
0.00542918   1.09814e-13
0.00561046   2.9719e-14
0.00579174   7.96528e-15
0.00597302   2.10425e-15
0.0061543   5.35278e-16
0.00633558   1.26865e-16
0.00651686   1.94576e-17
0.00669814   4.24522e-18
0.00687943   0
0.00706071   0
0.00724199   0
0.00742327   0
0.00760455   0
0.00778583   0
0.00796711   0
0.00814839   0
0.00832967   0
0.00851095   0
