Variables= t,res
0.000330935   0.0022579
0.000652903   0.0013285
0.000971424   0.000830961
0.00128991   0.000401864
0.00160839   0.000167281
0.00192687   9.32193e-05
0.00224536   4.88661e-05
0.00256384   1.49119e-05
0.00288232   3.03188e-06
0.00320081   4.76167e-07
0.00351929   6.32632e-08
0.00383777   7.47322e-09
0.00415626   8.09307e-10
0.00447474   8.20368e-11
0.00479322   7.90078e-12
0.0051117   7.30905e-13
0.00543019   6.54634e-14
0.00574867   5.67896e-15
0.00606715   4.54084e-16
0.00638564   2.14562e-17
0.00670412   0
0.0070226   0
0.00734109   0
0.00765957   0
0.00797805   0
0.00829653   0
0.00861502   0
0.0089335   0
0.00925198   0
0.00957047   0
0.00988895   0
0.0102074   0
0.0105259   0
0.0108444   0
0.0111629   0
0.0114814   0
0.0117998   0
0.0121183   0
0.0124368   0
0.0127553   0
0.0130738   0
0.0133923   0
