Variables= t,res
0.00474384   0.00030673
0.0094056   0.000282259
0.014014   0.000272683
0.0185896   0.000266778
0.0231445   0.000263424
0.0276856   0.000261031
0.0322158   0.000259284
0.0367381   0.000257985
0.041253   0.000256944
0.0457622   0.000256118
0.0502659   0.000255432
0.0547652   0.000254864
0.0592601   0.000254373
0.0637514   0.00025396
0.0682392   0.000253606
0.072724   0.00025328
0.077206   0.00025302
0.0816854   0.000252753
0.0861625   0.000252563
0.0906375   0.000252339
0.0951106   0.000252189
0.0995819   0.000252018
0.104052   0.00025189
0.10852   0.000251758
0.112987   0.000251656
0.117452   0.000251549
0.121917   0.000251462
0.12638   0.000251383
0.130842   0.000251299
0.135304   0.000251238
0.139765   0.000251166
0.144225   0.000251113
0.148684   0.000251052
0.153142   0.00025101
0.1576   0.000250962
0.162058   0.000250922
0.166514   0.000250887
0.170971   0.00025085
0.175427   0.000250819
0.179882   0.000250786
0.184337   0.000250762
0.188792   0.000250731
0.193246   0.000250711
0.1977   0.00025069
0.202154   0.000250668
0.206608   0.000250652
0.211061   0.000250633
0.215514   0.000250616
0.219967   0.0002506
0.224419   0.000250592
0.228872   0.000250579
0.233324   0.00025057
0.237776   0.000250565
0.242228   0.000250554
0.24668   0.000250547
0.251132   0.000250542
0.255583   0.000250536
0.260034   0.000250528
0.264486   0.000250526
0.268937   0.000250521
0.273388   0.000250514
0.277839   0.000250513
0.28229   0.000250508
0.286741   0.000250503
0.291192   0.000250501
0.295642   0.000250499
0.300093   0.000250493
0.304544   0.000250491
0.308994   0.00025049
0.313445   0.000250483
0.317895   0.000250483
0.322345   0.000250481
0.326796   0.000250477
0.331246   0.000250475
0.335696   0.000250475
0.340146   0.00025047
0.344597   0.000250468
0.349047   0.000250468
0.353497   0.000250464
0.357947   0.000250461
0.362397   0.000250462
0.366847   0.000250458
0.371297   0.000250456
0.375747   0.000250457
0.380197   0.000250453
0.384647   0.00025045
0.389097   0.000250451
0.393547   0.000250449
0.397997   0.000250445
0.402447   0.000250447
0.406897   0.000250445
0.411347   0.000250441
0.415796   0.000250442
0.420246   0.000250441
0.424696   0.000250437
0.429146   0.000250437
0.433596   0.000250437
0.438045   0.000250433
0.442495   0.000250433
0.446945   0.000250434
0.451395   0.00025043
0.455845   0.000250429
0.460294   0.00025043
0.464744   0.000250426
0.469194   0.000250426
0.473644   0.000250427
0.478093   0.000250424
0.482543   0.000250422
0.486993   0.000250424
0.491443   0.000250421
0.495892   0.000250419
0.500342   0.000250421
0.504792   0.000250418
0.509241   0.000250416
0.513691   0.000250418
0.518141   0.000250416
0.52259   0.000250413
0.52704   0.000250415
0.53149   0.000250414
0.53594   0.00025041
0.540389   0.000250412
0.544839   0.000250411
0.549289   0.000250408
0.553738   0.000250409
0.558188   0.000250409
0.562638   0.000250406
0.567087   0.000250406
0.571537   0.000250407
0.575987   0.000250404
0.580436   0.000250404
0.584886   0.000250405
0.589336   0.000250402
0.593785   0.000250401
0.598235   0.000250403
0.602685   0.0002504
0.607134   0.000250399
